occurrence_no,collection_no,accepted_name,early_interval,late_interval,max_ma,min_ma,lng,lat,time_bins
618720,66630,Nucula (Nucula) proxima,Holocene,,0.0117,0,286.179169,38.174999,Holocene
618723,66721,Nuculana acuta,Late Pleistocene,,0.129,0.0117,283.635002,38.065556,Late Pleistocene
618727,66720,Nuculana acuta,Late Pleistocene,,0.129,0.0117,283.565559,38.145832,Late Pleistocene
618728,66721,Anadara (Larkinia) transversa,Late Pleistocene,,0.129,0.0117,283.635002,38.065556,Late Pleistocene
618729,66720,Anadara (Larkinia) transversa,Late Pleistocene,,0.129,0.0117,283.565559,38.145832,Late Pleistocene
618730,66719,Anadara (Larkinia) transversa,Late Pleistocene,,0.129,0.0117,283.520554,38.321667,Late Pleistocene
618731,66707,Anadara (Larkinia) transversa,Late Pleistocene,,0.129,0.0117,284.227776,38.694168,Late Pleistocene
618792,66706,Crassostrea virginica,Late Pleistocene,,0.129,0.0117,284.915001,38.553055,Late Pleistocene
618793,66707,Crassostrea virginica,Late Pleistocene,,0.129,0.0117,284.227776,38.694168,Late Pleistocene
618794,66708,Crassostrea virginica,Late Pleistocene,,0.129,0.0117,284.148888,38.831112,Late Pleistocene
618795,66709,Crassostrea virginica,Late Pleistocene,,0.129,0.0117,283.728889,38.628613,Late Pleistocene
618796,66717,Crassostrea virginica,Late Pleistocene,,0.129,0.0117,283.578331,38.32,Late Pleistocene
618797,66718,Crassostrea virginica,Late Pleistocene,,0.129,0.0117,283.520554,38.321667,Late Pleistocene
618798,66720,Crassostrea virginica,Late Pleistocene,,0.129,0.0117,283.565559,38.145832,Late Pleistocene
618799,66721,Crassostrea virginica,Late Pleistocene,,0.129,0.0117,283.635002,38.065556,Late Pleistocene
618800,66722,Crassostrea virginica,Late Pleistocene,,0.129,0.0117,283.364166,38.291111,Late Pleistocene
618801,66728,Crassostrea virginica,Late Pleistocene,,0.129,0.0117,282.793053,38.360001,Late Pleistocene
618802,66724,Crassostrea virginica,Late Pleistocene,,0.129,0.0117,278.900276,32.083611,Late Pleistocene
618803,66725,Crassostrea virginica,Late Pleistocene,,0.129,0.0117,278.900276,32.083611,Late Pleistocene
618804,66726,Crassostrea virginica,Late Pleistocene,,0.129,0.0117,278.900276,32.083611,Late Pleistocene
618805,66727,Crassostrea virginica,Late Pleistocene,,0.129,0.0117,278.939163,31.981943,Late Pleistocene
618811,66706,Anomia simplex,Late Pleistocene,,0.129,0.0117,284.915001,38.553055,Late Pleistocene
618852,66630,Crassinella lunulata,Holocene,,0.0117,0,286.179169,38.174999,Holocene
619004,66715,Macoma (Macoma) calcarea,Late Pleistocene,,0.129,0.0117,283.388336,39.262779,Late Pleistocene
619005,66721,Macoma (Macoma) calcarea,Late Pleistocene,,0.129,0.0117,283.635002,38.065556,Late Pleistocene
619018,66721,Ensis directus,Late Pleistocene,,0.129,0.0117,283.635002,38.065556,Late Pleistocene
619020,66706,Ensis directus,Late Pleistocene,,0.129,0.0117,284.915001,38.553055,Late Pleistocene
619178,66724,Mulinia lateralis,Late Pleistocene,,0.129,0.0117,278.900276,32.083611,Late Pleistocene
619179,66721,Mulinia lateralis,Late Pleistocene,,0.129,0.0117,283.635002,38.065556,Late Pleistocene
619180,66720,Mulinia lateralis,Late Pleistocene,,0.129,0.0117,283.565559,38.145832,Late Pleistocene
619181,66719,Mulinia lateralis,Late Pleistocene,,0.129,0.0117,283.520554,38.321667,Late Pleistocene
619182,66713,Mulinia lateralis,Late Pleistocene,,0.129,0.0117,283.523888,39.219166,Late Pleistocene
619183,66707,Mulinia lateralis,Late Pleistocene,,0.129,0.0117,284.227776,38.694168,Late Pleistocene
619200,66630,Hiatella arctica,Holocene,,0.0117,0,286.179169,38.174999,Holocene
619218,66720,Mya (Arenomya) arenaria,Late Pleistocene,,0.129,0.0117,283.565559,38.145832,Late Pleistocene
619219,66721,Mya (Arenomya) arenaria,Late Pleistocene,,0.129,0.0117,283.635002,38.065556,Late Pleistocene
619220,66706,Mya (Arenomya) arenaria,Late Pleistocene,,0.129,0.0117,284.915001,38.553055,Late Pleistocene
619453,66760,Nucula (Nucula) proxima,Late Pleistocene,,0.129,0.0117,279.769447,32.693611,Late Pleistocene
619454,66756,Nucula (Nucula) proxima,Late Pleistocene,,0.129,0.0117,280.064163,32.829445,Late Pleistocene
619455,66752,Nucula (Nucula) proxima,Late Pleistocene,,0.129,0.0117,283.031387,34.968613,Late Pleistocene
619456,66751,Nucula (Nucula) proxima,Late Pleistocene,,0.129,0.0117,283.031387,34.968613,Late Pleistocene
619457,66750,Nucula (Nucula) proxima,Late Pleistocene,,0.129,0.0117,283.314163,34.7775,Late Pleistocene
619458,66742,Nucula (Nucula) proxima,Late Pleistocene,,0.129,0.0117,283.733612,35.500278,Late Pleistocene
619463,66758,Nuculana acuta,Late Pleistocene,,0.129,0.0117,280.069168,32.776669,Late Pleistocene
619464,66752,Nuculana acuta,Late Pleistocene,,0.129,0.0117,283.031387,34.968613,Late Pleistocene
619465,66751,Nuculana acuta,Late Pleistocene,,0.129,0.0117,283.031387,34.968613,Late Pleistocene
619466,66750,Nuculana acuta,Late Pleistocene,,0.129,0.0117,283.314163,34.7775,Late Pleistocene
619469,66754,Anadara (Larkinia) transversa,Late Pleistocene,,0.129,0.0117,282.106392,34.035278,Late Pleistocene
619470,66763,Anadara (Larkinia) transversa,Late Pleistocene,,0.129,0.0117,282.106392,34.035278,Late Pleistocene
619471,66752,Anadara (Larkinia) transversa,Late Pleistocene,,0.129,0.0117,283.031387,34.968613,Late Pleistocene
619472,66751,Anadara (Larkinia) transversa,Late Pleistocene,,0.129,0.0117,283.031387,34.968613,Late Pleistocene
619473,66750,Anadara (Larkinia) transversa,Late Pleistocene,,0.129,0.0117,283.314163,34.7775,Late Pleistocene
619474,66749,Anadara (Larkinia) transversa,Late Pleistocene,,0.129,0.0117,283.346947,34.765556,Late Pleistocene
619475,66748,Anadara (Larkinia) transversa,Late Pleistocene,,0.129,0.0117,283.208336,35.001667,Late Pleistocene
619476,66747,Anadara (Larkinia) transversa,Late Pleistocene,,0.129,0.0117,283.430832,35.245834,Late Pleistocene
619477,66746,Anadara (Larkinia) transversa,Late Pleistocene,,0.129,0.0117,283.229721,35.143055,Late Pleistocene
619478,66745,Anadara (Larkinia) transversa,Late Pleistocene,,0.129,0.0117,283.805557,35.636391,Late Pleistocene
619479,66744,Anadara (Larkinia) transversa,Late Pleistocene,,0.129,0.0117,284.259445,35.698612,Late Pleistocene
619480,66743,Anadara (Larkinia) transversa,Late Pleistocene,,0.129,0.0117,283.733612,35.500278,Late Pleistocene
619481,66742,Anadara (Larkinia) transversa,Late Pleistocene,,0.129,0.0117,283.733612,35.500278,Late Pleistocene
619514,66760,Glycymeris americana,Late Pleistocene,,0.129,0.0117,279.769447,32.693611,Late Pleistocene
619528,66760,Plicatula gibbosa,Late Pleistocene,,0.129,0.0117,279.769447,32.693611,Late Pleistocene
619529,66762,Crassostrea virginica,Early Pleistocene,,2.58,0.774,279.986946,33.19611,Calabrian
619530,66760,Crassostrea virginica,Late Pleistocene,,0.129,0.0117,279.769447,32.693611,Late Pleistocene
619531,66758,Crassostrea virginica,Late Pleistocene,,0.129,0.0117,280.069168,32.776669,Late Pleistocene
619532,66756,Crassostrea virginica,Late Pleistocene,,0.129,0.0117,280.064163,32.829445,Late Pleistocene
619533,66763,Crassostrea virginica,Late Pleistocene,,0.129,0.0117,282.106392,34.035278,Late Pleistocene
619534,66754,Crassostrea virginica,Late Pleistocene,,0.129,0.0117,282.106392,34.035278,Late Pleistocene
619535,66751,Crassostrea virginica,Late Pleistocene,,0.129,0.0117,283.031387,34.968613,Late Pleistocene
619536,66750,Crassostrea virginica,Late Pleistocene,,0.129,0.0117,283.314163,34.7775,Late Pleistocene
619537,66749,Crassostrea virginica,Late Pleistocene,,0.129,0.0117,283.346947,34.765556,Late Pleistocene
619538,66748,Crassostrea virginica,Late Pleistocene,,0.129,0.0117,283.208336,35.001667,Late Pleistocene
619539,66747,Crassostrea virginica,Late Pleistocene,,0.129,0.0117,283.430832,35.245834,Late Pleistocene
619540,66746,Crassostrea virginica,Late Pleistocene,,0.129,0.0117,283.229721,35.143055,Late Pleistocene
619541,66742,Crassostrea virginica,Late Pleistocene,,0.129,0.0117,283.733612,35.500278,Late Pleistocene
619542,66760,Anomia simplex,Late Pleistocene,,0.129,0.0117,279.769447,32.693611,Late Pleistocene
619543,66742,Anomia simplex,Late Pleistocene,,0.129,0.0117,283.733612,35.500278,Late Pleistocene
619544,66749,Anomia simplex,Late Pleistocene,,0.129,0.0117,283.346947,34.765556,Late Pleistocene
619545,66751,Anomia simplex,Late Pleistocene,,0.129,0.0117,283.031387,34.968613,Late Pleistocene
619546,66752,Anomia simplex,Late Pleistocene,,0.129,0.0117,283.031387,34.968613,Late Pleistocene
619547,66755,Anomia simplex,Late Pleistocene,,0.129,0.0117,280.096107,32.77861,Late Pleistocene
619548,66758,Anomia simplex,Late Pleistocene,,0.129,0.0117,280.069168,32.776669,Late Pleistocene
619593,66760,Crassinella lunulata,Late Pleistocene,,0.129,0.0117,279.769447,32.693611,Late Pleistocene
619594,66758,Crassinella lunulata,Late Pleistocene,,0.129,0.0117,280.069168,32.776669,Late Pleistocene
619595,66756,Crassinella lunulata,Late Pleistocene,,0.129,0.0117,280.064163,32.829445,Late Pleistocene
619596,66752,Crassinella lunulata,Late Pleistocene,,0.129,0.0117,283.031387,34.968613,Late Pleistocene
619597,66749,Crassinella lunulata,Late Pleistocene,,0.129,0.0117,283.346947,34.765556,Late Pleistocene
619598,66742,Crassinella lunulata,Late Pleistocene,,0.129,0.0117,283.733612,35.500278,Late Pleistocene
619643,66760,Chione cancellata,Late Pleistocene,,0.129,0.0117,279.769447,32.693611,Late Pleistocene
619644,66758,Chione cancellata,Late Pleistocene,,0.129,0.0117,280.069168,32.776669,Late Pleistocene
619645,66756,Chione cancellata,Late Pleistocene,,0.129,0.0117,280.064163,32.829445,Late Pleistocene
619646,66754,Chione cancellata,Late Pleistocene,,0.129,0.0117,282.106392,34.035278,Late Pleistocene
619647,66750,Chione cancellata,Late Pleistocene,,0.129,0.0117,283.314163,34.7775,Late Pleistocene
619648,66749,Chione cancellata,Late Pleistocene,,0.129,0.0117,283.346947,34.765556,Late Pleistocene
619649,66748,Chione cancellata,Late Pleistocene,,0.129,0.0117,283.208336,35.001667,Late Pleistocene
619650,66747,Chione cancellata,Late Pleistocene,,0.129,0.0117,283.430832,35.245834,Late Pleistocene
619651,66742,Chione cancellata,Late Pleistocene,,0.129,0.0117,283.733612,35.500278,Late Pleistocene
619700,66755,Macoma (Macoma) calcarea,Late Pleistocene,,0.129,0.0117,280.096107,32.77861,Late Pleistocene
619711,66752,Abra aequalis,Late Pleistocene,,0.129,0.0117,283.031387,34.968613,Late Pleistocene
619713,66751,Abra aequalis,Late Pleistocene,,0.129,0.0117,283.031387,34.968613,Late Pleistocene
619714,66760,Abra aequalis,Late Pleistocene,,0.129,0.0117,279.769447,32.693611,Late Pleistocene
619731,66754,Mulinia lateralis,Late Pleistocene,,0.129,0.0117,282.106392,34.035278,Late Pleistocene
619732,66752,Mulinia lateralis,Late Pleistocene,,0.129,0.0117,283.031387,34.968613,Late Pleistocene
619733,66751,Mulinia lateralis,Late Pleistocene,,0.129,0.0117,283.031387,34.968613,Late Pleistocene
619734,66750,Mulinia lateralis,Late Pleistocene,,0.129,0.0117,283.314163,34.7775,Late Pleistocene
619735,66749,Mulinia lateralis,Late Pleistocene,,0.129,0.0117,283.346947,34.765556,Late Pleistocene
619736,66748,Mulinia lateralis,Late Pleistocene,,0.129,0.0117,283.208336,35.001667,Late Pleistocene
619737,66747,Mulinia lateralis,Late Pleistocene,,0.129,0.0117,283.430832,35.245834,Late Pleistocene
619738,66746,Mulinia lateralis,Late Pleistocene,,0.129,0.0117,283.229721,35.143055,Late Pleistocene
619739,66744,Mulinia lateralis,Late Pleistocene,,0.129,0.0117,284.259445,35.698612,Late Pleistocene
619740,66742,Mulinia lateralis,Late Pleistocene,,0.129,0.0117,283.733612,35.500278,Late Pleistocene
619741,66760,Mulinia lateralis,Late Pleistocene,,0.129,0.0117,279.769447,32.693611,Late Pleistocene
619742,66757,Mulinia lateralis,Late Pleistocene,,0.129,0.0117,279.985001,32.636944,Late Pleistocene
619743,66758,Mulinia lateralis,Late Pleistocene,,0.129,0.0117,280.069168,32.776669,Late Pleistocene
619744,66756,Mulinia lateralis,Late Pleistocene,,0.129,0.0117,280.064163,32.829445,Late Pleistocene
619745,66755,Mulinia lateralis,Late Pleistocene,,0.129,0.0117,280.096107,32.77861,Late Pleistocene
619763,66742,Ensis directus,Late Pleistocene,,0.129,0.0117,283.733612,35.500278,Late Pleistocene
619764,66746,Ensis directus,Late Pleistocene,,0.129,0.0117,283.229721,35.143055,Late Pleistocene
619765,66748,Ensis directus,Late Pleistocene,,0.129,0.0117,283.208336,35.001667,Late Pleistocene
619766,66749,Ensis directus,Late Pleistocene,,0.129,0.0117,283.346947,34.765556,Late Pleistocene
619767,66750,Ensis directus,Late Pleistocene,,0.129,0.0117,283.314163,34.7775,Late Pleistocene
619768,66751,Ensis directus,Late Pleistocene,,0.129,0.0117,283.031387,34.968613,Late Pleistocene
619769,66752,Ensis directus,Late Pleistocene,,0.129,0.0117,283.031387,34.968613,Late Pleistocene
619770,66754,Ensis directus,Late Pleistocene,,0.129,0.0117,282.106392,34.035278,Late Pleistocene
619771,66758,Ensis directus,Late Pleistocene,,0.129,0.0117,280.069168,32.776669,Late Pleistocene
619772,66760,Ensis directus,Late Pleistocene,,0.129,0.0117,279.769447,32.693611,Late Pleistocene
619787,66746,Mya (Arenomya) arenaria,Late Pleistocene,,0.129,0.0117,283.229721,35.143055,Late Pleistocene
619789,66757,Mya (Arenomya) arenaria,Late Pleistocene,,0.129,0.0117,279.985001,32.636944,Late Pleistocene
619790,66760,Mya (Arenomya) arenaria,Late Pleistocene,,0.129,0.0117,279.769447,32.693611,Late Pleistocene
619791,66747,Hiatella arctica,Late Pleistocene,,0.129,0.0117,283.430832,35.245834,Late Pleistocene
619792,66742,Hiatella arctica,Late Pleistocene,,0.129,0.0117,283.733612,35.500278,Late Pleistocene
622907,67069,Nucula (Nucula) proxima,Middle Pleistocene,,0.774,0.129,279.332497,26.684444,Chibanian
622908,67069,Nuculana acuta,Middle Pleistocene,,0.774,0.129,279.332497,26.684444,Chibanian
622916,67069,Anadara (Larkinia) transversa,Middle Pleistocene,,0.774,0.129,279.332497,26.684444,Chibanian
622934,67069,Crassostrea virginica,Middle Pleistocene,,0.774,0.129,279.332497,26.684444,Chibanian
622948,67069,Plicatula gibbosa,Middle Pleistocene,,0.774,0.129,279.332497,26.684444,Chibanian
622949,67069,Anomia simplex,Middle Pleistocene,,0.774,0.129,279.332497,26.684444,Chibanian
622951,67069,Crassinella lunulata,Middle Pleistocene,,0.774,0.129,279.332497,26.684444,Chibanian
622994,67069,Chione cancellata,Middle Pleistocene,,0.774,0.129,279.332497,26.684444,Chibanian
623044,67069,Abra aequalis,Middle Pleistocene,,0.774,0.129,279.332497,26.684444,Chibanian
623067,67072,Anomia simplex,Late Pliocene,,3.6,2.58,278.268059,26.674999,Pliocene
623080,67074,Anomia simplex,Late Pliocene,,3.6,2.58,278.389999,26.715555,Pliocene
623086,67075,Anomia simplex,Late Pliocene,,3.6,2.58,278.389999,26.715555,Pliocene
629184,67613,Epilucina californica,Late Pleistocene,,0.129,0.0117,243.527779,32.352222,Late Pleistocene
629188,67613,Saccella taphria,Late Pleistocene,,0.129,0.0117,243.527779,32.352222,Late Pleistocene
629220,67641,Saccella taphria,Late Pleistocene,,0.129,0.0117,243.54583,31.332779,Late Pleistocene
629245,67644,Saccella taphria,Late Pleistocene,,0.129,0.0117,243.54583,31.332779,Late Pleistocene
629271,67643,Saccella taphria,Late Pleistocene,,0.129,0.0117,243.54583,31.332779,Late Pleistocene
631454,67946,Glycymeris americana,Late Pleistocene,,0.129,0.0117,295.28611,32.364445,Late Pleistocene
631455,67947,Glycymeris americana,Middle Pleistocene,,0.774,0.129,295.311668,32.334442,Chibanian
631484,67946,Chione cancellata,Late Pleistocene,,0.129,0.0117,295.28611,32.364445,Late Pleistocene
631897,67960,Glycymeris americana,Middle Pleistocene,,0.774,0.129,295.281113,32.316113,Chibanian
631898,67963,Glycymeris americana,Late Pleistocene,,0.129,0.0117,295.231667,32.281113,Late Pleistocene
631906,67964,Plicatula gibbosa,Middle Pleistocene,,0.774,0.129,295.311668,32.334442,Chibanian
631907,67965,Plicatula gibbosa,Late Pleistocene,,0.129,0.0117,295.14167,32.304722,Late Pleistocene
631924,67965,Chione cancellata,Late Pleistocene,,0.129,0.0117,295.14167,32.304722,Late Pleistocene
631925,67967,Chione cancellata,Late Pleistocene,,0.129,0.0117,295.131943,32.308334,Late Pleistocene
631926,67969,Chione cancellata,Middle Pleistocene,,0.774,0.129,295.28611,32.364445,Chibanian
632415,67069,Hiatella arctica,Middle Pleistocene,,0.774,0.129,279.332497,26.684444,Chibanian
640353,69048,Crassostrea virginica,Late Pleistocene,,0.129,0.0117,283.839722,36.81028,Late Pleistocene
640369,69049,Ensis directus,Late Pleistocene,,0.129,0.0117,283.657501,36.725834,Late Pleistocene
640370,69049,Crassostrea virginica,Late Pleistocene,,0.129,0.0117,283.657501,36.725834,Late Pleistocene
640372,69049,Anadara (Larkinia) transversa,Late Pleistocene,,0.129,0.0117,283.657501,36.725834,Late Pleistocene
640379,69049,Mulinia lateralis,Late Pleistocene,,0.129,0.0117,283.657501,36.725834,Late Pleistocene
640509,69085,Chione cancellata,Late Pleistocene,,0.129,0.0117,279.550278,26.650278,Late Pleistocene
640528,69084,Chione cancellata,Late Pleistocene,,0.129,0.0117,279.90583,26.934168,Late Pleistocene
640556,69086,Glycymeris americana,Late Pliocene,,3.6,2.58,281.491386,34.287777,Pliocene
640558,69086,Plicatula gibbosa,Late Pliocene,,3.6,2.58,281.491386,34.287777,Pliocene
640565,69086,Nuculana acuta,Late Pliocene,,3.6,2.58,281.491386,34.287777,Pliocene
640631,69093,Plicatula gibbosa,Late Pliocene,,3.6,2.58,283.719444,17.883333,Pliocene
640722,69087,Chione cancellata,Late Pleistocene,,0.129,0.0117,279.869446,26.328056,Late Pleistocene
640723,69087,Anomia simplex,Late Pleistocene,,0.129,0.0117,279.869446,26.328056,Late Pleistocene
640743,69087,Plicatula gibbosa,Late Pleistocene,,0.129,0.0117,279.869446,26.328056,Late Pleistocene
642135,69092,Plicatula gibbosa,Late Pliocene,,3.6,2.58,283.719444,17.883333,Pliocene
642724,69045,Anomia simplex,Late Pleistocene,,0.129,0.0117,283.767776,35.593887,Late Pleistocene
642726,69045,Crassostrea virginica,Late Pleistocene,,0.129,0.0117,283.767776,35.593887,Late Pleistocene
642727,69045,Abra aequalis,Late Pleistocene,,0.129,0.0117,283.767776,35.593887,Late Pleistocene
642741,69045,Anadara (Larkinia) transversa,Late Pleistocene,,0.129,0.0117,283.767776,35.593887,Late Pleistocene
642742,69045,Mulinia lateralis,Late Pleistocene,,0.129,0.0117,283.767776,35.593887,Late Pleistocene
642863,69046,Mulinia lateralis,Late Pleistocene,,0.129,0.0117,281.113335,33.689167,Late Pleistocene
642866,69046,Glycymeris americana,Late Pleistocene,,0.129,0.0117,281.113335,33.689167,Late Pleistocene
642868,69046,Plicatula gibbosa,Late Pleistocene,,0.129,0.0117,281.113335,33.689167,Late Pleistocene
642870,69046,Anomia simplex,Late Pleistocene,,0.129,0.0117,281.113335,33.689167,Late Pleistocene
642882,69046,Crassinella lunulata,Late Pleistocene,,0.129,0.0117,281.113335,33.689167,Late Pleistocene
642903,69046,Ensis directus,Late Pleistocene,,0.129,0.0117,281.113335,33.689167,Late Pleistocene
642927,69046,Crassostrea virginica,Late Pleistocene,,0.129,0.0117,281.113335,33.689167,Late Pleistocene
642932,69046,Nuculana acuta,Late Pleistocene,,0.129,0.0117,281.113335,33.689167,Late Pleistocene
642933,69046,Abra aequalis,Late Pleistocene,,0.129,0.0117,281.113335,33.689167,Late Pleistocene
642936,69046,Nucula (Nucula) proxima,Late Pleistocene,,0.129,0.0117,281.113335,33.689167,Late Pleistocene
642990,69090,Plicatula gibbosa,Late Pliocene,,3.6,2.58,283.719444,17.883333,Pliocene
647825,70010,Chione cancellata,Late Pleistocene,,0.129,0.0117,279.550278,26.650278,Late Pleistocene
648028,69094,Plicatula gibbosa,Late Pliocene,,3.6,2.58,283.719444,17.883333,Pliocene
658843,71053,Saccella taphria,Middle Pleistocene,,0.774,0.129,242.053886,33.931946,Chibanian
658884,71054,Saccella taphria,Middle Pleistocene,,0.774,0.129,242.053886,33.931946,Chibanian
658960,71059,Macoma (Macoma) calcarea,Late Pleistocene,,0.129,0.0117,237.580276,47.575832,Late Pleistocene
658963,71059,Mya (Arenomya) arenaria,Late Pleistocene,,0.129,0.0117,237.580276,47.575832,Late Pleistocene
658964,71059,Mya (Mya) truncata,Late Pleistocene,,0.129,0.0117,237.580276,47.575832,Late Pleistocene
658965,71059,Mytilus edulis,Late Pleistocene,,0.129,0.0117,237.580276,47.575832,Late Pleistocene
658969,71059,Hiatella arctica,Late Pleistocene,,0.129,0.0117,237.580276,47.575832,Late Pleistocene
659698,71138,Ensis directus,Gelasian,,2.58,1.8,283.26667,36.049999,Early Pleistocene
659699,71138,Glycymeris americana,Gelasian,,2.58,1.8,283.26667,36.049999,Early Pleistocene
659706,71138,Nuculana acuta,Gelasian,,2.58,1.8,283.26667,36.049999,Early Pleistocene
659709,71138,Nucula (Nucula) proxima,Gelasian,,2.58,1.8,283.26667,36.049999,Early Pleistocene
659740,71138,Abra aequalis,Gelasian,,2.58,1.8,283.26667,36.049999,Early Pleistocene
659747,71138,Plicatula gibbosa,Gelasian,,2.58,1.8,283.26667,36.049999,Early Pleistocene
665195,71640,Anadara (Larkinia) transversa,Late Pleistocene,,0.129,0.0117,283.583611,38.261112,Late Pleistocene
665196,71640,Crassostrea virginica,Late Pleistocene,,0.129,0.0117,283.583611,38.261112,Late Pleistocene
665197,71640,Mulinia lateralis,Late Pleistocene,,0.129,0.0117,283.583611,38.261112,Late Pleistocene
683263,73634,Hiatella arctica,Late Pleistocene,,0.129,0.0117,285.130554,44.856945,Late Pleistocene
684213,51019,Macoma (Macoma) calcarea,Late Pleistocene,,0.129,0.0117,287.863335,46.200832,Late Pleistocene
684215,51019,Mya (Mya) truncata,Late Pleistocene,,0.129,0.0117,287.863335,46.200832,Late Pleistocene
684217,51019,Mytilus edulis,Late Pleistocene,,0.129,0.0117,287.863335,46.200832,Late Pleistocene
697690,74986,Hiatella arctica,Holocene,,0.0117,0,291.480278,63.748611,Holocene
697691,74989,Hiatella arctica,Holocene,,0.0117,0,291.480278,63.748611,Holocene
697692,74991,Hiatella arctica,Holocene,,0.0117,0,291.480278,63.748611,Holocene
697693,74992,Hiatella arctica,Holocene,,0.0117,0,291.480278,63.748611,Holocene
697694,74986,Mya (Mya) truncata,Holocene,,0.0117,0,291.480278,63.748611,Holocene
697695,74987,Mya (Mya) truncata,Holocene,,0.0117,0,291.480278,63.748611,Holocene
697696,74988,Mya (Mya) truncata,Holocene,,0.0117,0,291.480278,63.748611,Holocene
697697,74989,Mya (Mya) truncata,Holocene,,0.0117,0,291.480278,63.748611,Holocene
697698,74990,Mya (Mya) truncata,Holocene,,0.0117,0,291.480278,63.748611,Holocene
697699,74991,Mya (Mya) truncata,Holocene,,0.0117,0,291.480278,63.748611,Holocene
697700,74992,Mya (Mya) truncata,Holocene,,0.0117,0,291.480278,63.748611,Holocene
697701,74986,Macoma (Macoma) calcarea,Holocene,,0.0117,0,291.480278,63.748611,Holocene
697702,74987,Macoma (Macoma) calcarea,Holocene,,0.0117,0,291.480278,63.748611,Holocene
697703,74988,Macoma (Macoma) calcarea,Holocene,,0.0117,0,291.480278,63.748611,Holocene
697704,74989,Macoma (Macoma) calcarea,Holocene,,0.0117,0,291.480278,63.748611,Holocene
697705,74990,Macoma (Macoma) calcarea,Holocene,,0.0117,0,291.480278,63.748611,Holocene
697894,74999,Chione cancellata,Early Pleistocene,,2.58,0.774,278.851669,26.769722,Calabrian
697917,75001,Chione cancellata,Early Pleistocene,,2.58,0.774,278.861115,26.760279,Calabrian
697921,75002,Chione cancellata,Early Pleistocene,,2.58,0.774,279.005554,26.699167,Calabrian
697923,75003,Anadara (Larkinia) transversa,Early Pleistocene,,2.58,0.774,279.005554,26.699167,Calabrian
697939,75004,Mulinia lateralis,Early Pleistocene,,2.58,0.774,279.040833,26.692499,Calabrian
697943,75004,Chione cancellata,Early Pleistocene,,2.58,0.774,279.040833,26.692499,Calabrian
697990,75005,Abra aequalis,Early Pleistocene,,2.58,0.774,279.136948,26.447779,Calabrian
698036,75008,Chione cancellata,Early Pleistocene,,2.58,0.774,279.14222,26.343611,Calabrian
699226,75070,Nucula (Nucula) proxima,Late Pleistocene,,0.129,0.0117,289.628891,43.676945,Late Pleistocene
699228,75070,Macoma (Macoma) calcarea,Late Pleistocene,,0.129,0.0117,289.628891,43.676945,Late Pleistocene
699230,75070,Mytilus edulis,Late Pleistocene,,0.129,0.0117,289.628891,43.676945,Late Pleistocene
699231,75070,Mya (Arenomya) arenaria,Late Pleistocene,,0.129,0.0117,289.628891,43.676945,Late Pleistocene
699232,75074,Macoma (Macoma) calcarea,Late Pleistocene,,0.129,0.0117,297.283333,45.75,Late Pleistocene
699235,75074,Nucula (Nucula) proxima,Late Pleistocene,,0.129,0.0117,297.283333,45.75,Late Pleistocene
699240,75074,Astarte montagui,Late Pleistocene,,0.129,0.0117,297.283333,45.75,Late Pleistocene
699241,75074,Mya (Mya) truncata,Late Pleistocene,,0.129,0.0117,297.283333,45.75,Late Pleistocene
699245,75074,Hiatella arctica,Late Pleistocene,,0.129,0.0117,297.283333,45.75,Late Pleistocene
699246,75073,Nucula (Nucula) proxima,Late Pleistocene,,0.129,0.0117,289.709999,43.666668,Late Pleistocene
699247,75073,Mya (Mya) truncata,Late Pleistocene,,0.129,0.0117,289.709999,43.666668,Late Pleistocene
699248,75073,Macoma (Macoma) calcarea,Late Pleistocene,,0.129,0.0117,289.709999,43.666668,Late Pleistocene
699251,75073,Hiatella arctica,Late Pleistocene,,0.129,0.0117,289.709999,43.666668,Late Pleistocene
699254,75073,Astarte montagui,Late Pleistocene,,0.129,0.0117,289.709999,43.666668,Late Pleistocene
699255,75072,Mya (Mya) truncata,Late Pleistocene,,0.129,0.0117,307.333332,47.549999,Late Pleistocene
699260,75072,Hiatella arctica,Late Pleistocene,,0.129,0.0117,307.333332,47.549999,Late Pleistocene
699261,75072,Macoma (Macoma) calcarea,Late Pleistocene,,0.129,0.0117,307.333332,47.549999,Late Pleistocene
699262,75072,Mya (Arenomya) arenaria,Late Pleistocene,,0.129,0.0117,307.333332,47.549999,Late Pleistocene
699403,75091,Astarte montagui,Early Pleistocene,,2.58,0.774,339,82.375,Calabrian
699423,75092,Astarte montagui,Early Pleistocene,,2.58,0.774,339,82.375,Calabrian
699426,75092,Macoma (Macoma) calcarea,Early Pleistocene,,2.58,0.774,339,82.375,Calabrian
699429,75092,Hiatella arctica,Early Pleistocene,,2.58,0.774,339,82.375,Calabrian
699504,75099,Mytilus edulis,Early Pleistocene,,2.58,0.774,339,82.375,Calabrian
699508,75099,Astarte montagui,Early Pleistocene,,2.58,0.774,339,82.375,Calabrian
699514,75099,Macoma (Macoma) calcarea,Early Pleistocene,,2.58,0.774,339,82.375,Calabrian
699518,75099,Hiatella arctica,Early Pleistocene,,2.58,0.774,339,82.375,Calabrian
699519,75099,Mya (Mya) truncata,Early Pleistocene,,2.58,0.774,339,82.375,Calabrian
699531,75101,Hiatella arctica,Early Pleistocene,,2.58,0.774,339,82.474998,Calabrian
