occurrence_no,collection_no,accepted_name,early_interval,late_interval,max_ma,min_ma,lng,lat,time_bins
832862,92405,Mulinia lateralis,Late Pleistocene,,0.129,0.0117,280.779999,33.384998,Late Pleistocene
832866,92406,Mulinia lateralis,Late Pleistocene,,0.129,0.0117,280.923889,33.55722,Late Pleistocene
832887,92407,Mulinia lateralis,Early Pleistocene,,2.58,0.774,281.453888,33.855831,Calabrian
832898,92407,Crassostrea virginica,Early Pleistocene,,2.58,0.774,281.453888,33.855831,Calabrian
832919,92408,Nucula (Nucula) proxima,Early Pleistocene,,2.58,0.774,280.838058,33.628334,Calabrian
832923,92408,Glycymeris americana,Early Pleistocene,,2.58,0.774,280.838058,33.628334,Calabrian
832927,92408,Crassostrea virginica,Early Pleistocene,,2.58,0.774,280.838058,33.628334,Calabrian
832931,92408,Crassinella lunulata,Early Pleistocene,,2.58,0.774,280.838058,33.628334,Calabrian
832945,92408,Mulinia lateralis,Early Pleistocene,,2.58,0.774,280.838058,33.628334,Calabrian
832949,92409,Nuculana acuta,Early Pleistocene,,2.58,0.774,280.752777,33.398888,Calabrian
832950,92409,Glycymeris americana,Early Pleistocene,,2.58,0.774,280.752777,33.398888,Calabrian
832955,92409,Crassinella lunulata,Early Pleistocene,,2.58,0.774,280.752777,33.398888,Calabrian
832982,92410,Plicatula gibbosa,Early Pleistocene,,2.58,0.774,280.049721,32.910278,Calabrian
832994,92412,Nucula (Nucula) proxima,Late Pliocene,,3.6,2.58,279.334442,33.100277,Pliocene
833002,92412,Plicatula gibbosa,Late Pliocene,,3.6,2.58,279.334442,33.100277,Pliocene
833518,92522,Abra aequalis,Holocene,,0.0117,0,271.312225,30.247778,Holocene
833520,92522,Anomia simplex,Holocene,,0.0117,0,271.312225,30.247778,Holocene
833525,92522,Nuculana acuta,Holocene,,0.0117,0,271.312225,30.247778,Holocene
833538,92523,Anadara (Larkinia) transversa,Holocene,,0.0117,0,271.312225,30.247778,Holocene
833540,92523,Mulinia lateralis,Holocene,,0.0117,0,271.312225,30.247778,Holocene
833542,92523,Nuculana acuta,Holocene,,0.0117,0,271.312225,30.247778,Holocene
833555,92524,Abra aequalis,Holocene,,0.0117,0,271.312225,30.247778,Holocene
833556,92524,Chione cancellata,Holocene,,0.0117,0,271.312225,30.247778,Holocene
833559,92524,Nuculana acuta,Holocene,,0.0117,0,271.312225,30.247778,Holocene
833572,92525,Abra aequalis,Holocene,,0.0117,0,271.312225,30.247778,Holocene
833573,92525,Anadara (Larkinia) transversa,Holocene,,0.0117,0,271.312225,30.247778,Holocene
833574,92525,Nuculana acuta,Holocene,,0.0117,0,271.312225,30.247778,Holocene
833575,92525,Mulinia lateralis,Holocene,,0.0117,0,271.312225,30.247778,Holocene
835300,92753,Ensis directus,Late Pleistocene,,0.129,0.0117,284.883614,39,Late Pleistocene
835301,92753,Macoma (Macoma) calcarea,Late Pleistocene,,0.129,0.0117,284.883614,39,Late Pleistocene
835303,92754,Anadara (Larkinia) transversa,Late Pleistocene,,0.129,0.0117,284.883614,39,Late Pleistocene
835511,92776,Nuculana acuta,Holocene,,0.0117,0,270.044724,30.054167,Holocene
835512,92776,Anadara (Larkinia) transversa,Holocene,,0.0117,0,270.044724,30.054167,Holocene
835521,92776,Plicatula gibbosa,Holocene,,0.0117,0,270.044724,30.054167,Holocene
835522,92776,Anomia simplex,Holocene,,0.0117,0,270.044724,30.054167,Holocene
835523,92776,Crassostrea virginica,Holocene,,0.0117,0,270.044724,30.054167,Holocene
835534,92776,Crassinella lunulata,Holocene,,0.0117,0,270.044724,30.054167,Holocene
835541,92776,Mulinia lateralis,Holocene,,0.0117,0,270.044724,30.054167,Holocene
835558,92776,Abra aequalis,Holocene,,0.0117,0,270.044724,30.054167,Holocene
835565,92776,Chione cancellata,Holocene,,0.0117,0,270.044724,30.054167,Holocene
835586,92773,Mulinia lateralis,Holocene,,0.0117,0,270.044724,30.054167,Holocene
835602,92775,Crassostrea virginica,Holocene,,0.0117,0,270.044724,30.054167,Holocene
835605,92775,Mulinia lateralis,Holocene,,0.0117,0,270.044724,30.054167,Holocene
835612,92775,Abra aequalis,Holocene,,0.0117,0,270.044724,30.054167,Holocene
835630,92772,Crassostrea virginica,Holocene,,0.0117,0,270.044724,30.054167,Holocene
835646,92774,Mulinia lateralis,Holocene,,0.0117,0,270.044724,30.054167,Holocene
835653,92774,Abra aequalis,Holocene,,0.0117,0,270.044724,30.054167,Holocene
870762,96566,Saccella taphria,Late Pleistocene,,0.129,0.0117,241.325279,34.402779,Late Pleistocene
870777,96566,Epilucina californica,Late Pleistocene,,0.129,0.0117,241.325279,34.402779,Late Pleistocene
870820,96566,Hiatella arctica,Late Pleistocene,,0.129,0.0117,241.325279,34.402779,Late Pleistocene
871327,96591,Epilucina californica,Late Pleistocene,,0.129,0.0117,242.974998,32.27,Late Pleistocene
871339,96591,Hiatella arctica,Late Pleistocene,,0.129,0.0117,242.974998,32.27,Late Pleistocene
873183,81686,Hiatella arctica,Late Pleistocene,,0.129,0.0117,286.289169,45.961666,Late Pleistocene
873185,81686,Mya (Arenomya) arenaria,Late Pleistocene,,0.129,0.0117,286.289169,45.961666,Late Pleistocene
873186,81686,Mytilus edulis,Late Pleistocene,,0.129,0.0117,286.289169,45.961666,Late Pleistocene
873724,96884,Saccella taphria,Middle Pleistocene,,0.774,0.129,237.089996,38.169724,Chibanian
873951,96895,Saccella taphria,Late Pleistocene,,0.129,0.0117,241.83667,33.799721,Late Pleistocene
874039,96894,Macoma (Macoma) calcarea,Middle Pleistocene,,0.774,0.129,241.83667,33.799721,Chibanian
874042,96894,Saccella taphria,Middle Pleistocene,,0.774,0.129,241.83667,33.799721,Chibanian
874055,96894,Hiatella arctica,Middle Pleistocene,,0.774,0.129,241.83667,33.799721,Chibanian
874114,96900,Mytilus edulis,Late Pleistocene,,0.129,0.0117,235.890282,40.977779,Late Pleistocene
874132,96901,Mytilus edulis,Late Pleistocene,,0.129,0.0117,235.890282,40.977779,Late Pleistocene
874382,96937,Epilucina californica,Late Pleistocene,,0.129,0.0117,242.125,33.625,Late Pleistocene
874431,96938,Epilucina californica,Late Pleistocene,,0.129,0.0117,242.125,33.625,Late Pleistocene
915391,104049,Mya (Arenomya) arenaria,Late Pleistocene,,0.129,0.0117,290.224724,44.23,Late Pleistocene
915392,104049,Macoma (Macoma) calcarea,Late Pleistocene,,0.129,0.0117,290.224724,44.23,Late Pleistocene
915393,104049,Mytilus edulis,Late Pleistocene,,0.129,0.0117,290.224724,44.23,Late Pleistocene
915401,104049,Astarte montagui,Late Pleistocene,,0.129,0.0117,290.224724,44.23,Late Pleistocene
959584,112322,Macoma (Macoma) calcarea,Quaternary,,2.58,0,228.240997,55.160999,Quaternary
959585,112322,Hiatella arctica,Quaternary,,2.58,0,228.240997,55.160999,Quaternary
959591,112323,Mytilus edulis,Quaternary,,2.58,0,228.182007,56.730999,Quaternary
1011554,123549,Plicatula gibbosa,Late Pliocene,,3.6,2.58,275.366669,30.383333,Pliocene
1011570,123549,Glycymeris americana,Late Pliocene,,3.6,2.58,275.366669,30.383333,Pliocene
1077679,134663,Plicatula gibbosa,Piacenzian,,3.6,2.58,277.966667,9.15,Pliocene
1077682,134653,Anomia simplex,Piacenzian,,3.6,2.58,277.246666,9.656111,Pliocene
1077683,134676,Anomia simplex,Piacenzian,,3.6,2.58,277.246666,9.656111,Pliocene
1077685,134677,Anomia simplex,Piacenzian,,3.6,2.58,277.168335,9.622778,Pliocene
1087874,96538,Nucula (Nucula) proxima,Late Pleistocene,,0.129,0.0117,278.561668,26.761667,Late Pleistocene
1087875,96538,Nuculana acuta,Late Pleistocene,,0.129,0.0117,278.561668,26.761667,Late Pleistocene
1087877,96538,Anadara (Larkinia) transversa,Late Pleistocene,,0.129,0.0117,278.561668,26.761667,Late Pleistocene
1087885,96538,Crassostrea virginica,Late Pleistocene,,0.129,0.0117,278.561668,26.761667,Late Pleistocene
1087890,96538,Plicatula gibbosa,Late Pleistocene,,0.129,0.0117,278.561668,26.761667,Late Pleistocene
1087891,96538,Anomia simplex,Late Pleistocene,,0.129,0.0117,278.561668,26.761667,Late Pleistocene
1087893,96538,Crassinella lunulata,Late Pleistocene,,0.129,0.0117,278.561668,26.761667,Late Pleistocene
1087939,96538,Abra aequalis,Late Pleistocene,,0.129,0.0117,278.561668,26.761667,Late Pleistocene
1088914,96538,Mulinia lateralis,Late Pleistocene,,0.129,0.0117,278.561668,26.761667,Late Pleistocene
1108916,51024,Mytilus edulis,Late Pleistocene,,0.129,0.0117,284.425003,45.459999,Late Pleistocene
1192454,154116,Saccella taphria,Late Pliocene,,3.6,2.58,243.058334,32.496387,Pliocene
1234811,162548,Hiatella arctica,Holocene,,0.0117,0,296.666668,81.166664,Holocene
1234812,162549,Hiatella arctica,Holocene,,0.0117,0,296.933334,81.166664,Holocene
1234818,162553,Hiatella arctica,Holocene,,0.0117,0,296.150002,79.916664,Holocene
1234820,162554,Hiatella arctica,Holocene,,0.0117,0,296.033333,79.916664,Holocene
1234822,162555,Hiatella arctica,Holocene,,0.0117,0,295.933334,79.900002,Holocene
1234823,162555,Mya (Mya) truncata,Holocene,,0.0117,0,295.933334,79.900002,Holocene
1234824,162556,Hiatella arctica,Holocene,,0.0117,0,295.933334,79.916664,Holocene
1234826,162557,Mya (Mya) truncata,Holocene,,0.0117,0,295.833336,79.916664,Holocene
1234827,162557,Hiatella arctica,Holocene,,0.0117,0,295.833336,79.916664,Holocene
1234828,162558,Mya (Mya) truncata,Holocene,,0.0117,0,295.716667,79.933334,Holocene
1234831,162561,Hiatella arctica,Holocene,,0.0117,0,295.666664,80.133331,Holocene
1234832,162562,Hiatella arctica,Holocene,,0.0117,0,295.349998,80.083336,Holocene
1234835,162565,Hiatella arctica,Holocene,,0.0117,0,293.033333,80.400002,Holocene
1234836,162566,Mya (Mya) truncata,Holocene,,0.0117,0,292.800003,80.199997,Holocene
1234839,162568,Mya (Mya) truncata,Holocene,,0.0117,0,292.76667,80.23333,Holocene
1234844,162572,Hiatella arctica,Holocene,,0.0117,0,293,80.333336,Holocene
1315361,122450,Mya (Arenomya) arenaria,Holocene,,0.0117,0,291.68222,44.330555,Holocene
1315362,122450,Mytilus edulis,Holocene,,0.0117,0,291.68222,44.330555,Holocene
1316607,176670,Mya (Mya) truncata,Late Pleistocene,,0.129,0.0117,235.616669,43.299999,Late Pleistocene
1316609,176671,Mya (Mya) truncata,Late Pleistocene,,0.129,0.0117,235.616669,43.299999,Late Pleistocene
1379586,51005,Astarte montagui,Holocene,,0.0117,0,288.616669,46.700001,Holocene
1379590,51005,Hiatella arctica,Holocene,,0.0117,0,288.616669,46.700001,Holocene
1379592,51005,Macoma (Macoma) calcarea,Holocene,,0.0117,0,288.616669,46.700001,Holocene
1379593,51005,Mya (Arenomya) arenaria,Holocene,,0.0117,0,288.616669,46.700001,Holocene
1379594,51005,Mya (Mya) truncata,Holocene,,0.0117,0,288.616669,46.700001,Holocene
1379596,51005,Mytilus edulis,Holocene,,0.0117,0,288.616669,46.700001,Holocene
1397219,73710,Mya (Mya) truncata,Holocene,,0.0117,0,274.666664,82.26667,Holocene
1400878,186031,Saccella taphria,Piacenzian,,3.6,2.58,241.75,34.049999,Pliocene
1400880,186031,Macoma (Macoma) calcarea,Piacenzian,,3.6,2.58,241.75,34.049999,Pliocene
1400885,186031,Mytilus edulis,Piacenzian,,3.6,2.58,241.75,34.049999,Pliocene
1421420,197059,Mya (Arenomya) arenaria,Late Pleistocene,,0.129,0.0117,303.023335,51.488335,Late Pleistocene
1436564,186031,Mya (Mya) truncata,Piacenzian,,3.6,2.58,241.75,34.049999,Pliocene
1451355,202490,Epilucina californica,Late Pleistocene,,0.129,0.0117,241.589996,33.769444,Late Pleistocene
1451358,202491,Epilucina californica,Late Pleistocene,,0.129,0.0117,241.652496,33.736668,Late Pleistocene
1451362,202492,Epilucina californica,Middle Pleistocene,,0.774,0.129,241.68528,33.726944,Chibanian
1451368,202494,Epilucina californica,Middle Pleistocene,,0.774,0.129,241.68528,33.726944,Chibanian
1451372,202493,Epilucina californica,Middle Pleistocene,,0.774,0.129,241.590553,33.775833,Chibanian
1451375,202495,Epilucina californica,Early Pleistocene,,2.58,0.774,241.666389,33.746113,Calabrian
1451376,202496,Epilucina californica,Early Pleistocene,,2.58,0.774,241.666389,33.745834,Calabrian
1454707,202634,Saccella taphria,Middle Pleistocene,,0.774,0.129,241.721107,33.730556,Chibanian
1454722,202634,Epilucina californica,Middle Pleistocene,,0.774,0.129,241.721107,33.730556,Chibanian
1454790,202638,Epilucina californica,Middle Pleistocene,,0.774,0.129,241.720833,33.731667,Chibanian
1454796,202644,Saccella taphria,Middle Pleistocene,,0.774,0.129,241.721107,33.730556,Chibanian
1454811,202646,Saccella taphria,Middle Pleistocene,,0.774,0.129,241.721107,33.730556,Chibanian
1454820,202645,Saccella taphria,Middle Pleistocene,,0.774,0.129,241.721107,33.730556,Chibanian
1454832,202645,Epilucina californica,Middle Pleistocene,,0.774,0.129,241.721107,33.730556,Chibanian
1454835,202640,Saccella taphria,Middle Pleistocene,,0.774,0.129,241.720833,33.731667,Chibanian
1454847,202639,Saccella taphria,Middle Pleistocene,,0.774,0.129,241.720833,33.731667,Chibanian
1454860,202639,Epilucina californica,Middle Pleistocene,,0.774,0.129,241.720833,33.731667,Chibanian
1454888,202647,Epilucina californica,Middle Pleistocene,,0.774,0.129,241.721107,33.730556,Chibanian
1454908,202635,Macoma (Macoma) calcarea,Middle Pleistocene,,0.774,0.129,241.721107,33.730556,Chibanian
1454917,202636,Macoma (Macoma) calcarea,Middle Pleistocene,,0.774,0.129,241.720833,33.731667,Chibanian
1454934,202644,Macoma (Macoma) calcarea,Middle Pleistocene,,0.774,0.129,241.721107,33.730556,Chibanian
1454941,202646,Macoma (Macoma) calcarea,Middle Pleistocene,,0.774,0.129,241.721107,33.730556,Chibanian
1454946,202645,Macoma (Macoma) calcarea,Middle Pleistocene,,0.774,0.129,241.721107,33.730556,Chibanian
1454948,202645,Mya (Mya) truncata,Middle Pleistocene,,0.774,0.129,241.721107,33.730556,Chibanian
1454954,202640,Macoma (Macoma) calcarea,Middle Pleistocene,,0.774,0.129,241.720833,33.731667,Chibanian
1454961,202639,Macoma (Macoma) calcarea,Middle Pleistocene,,0.774,0.129,241.720833,33.731667,Chibanian
1454966,202642,Macoma (Macoma) calcarea,Middle Pleistocene,,0.774,0.129,241.720833,33.731667,Chibanian
1454968,202643,Macoma (Macoma) calcarea,Middle Pleistocene,,0.774,0.129,241.720833,33.731667,Chibanian
1454974,202647,Macoma (Macoma) calcarea,Middle Pleistocene,,0.774,0.129,241.721107,33.730556,Chibanian
1454982,202634,Macoma (Macoma) calcarea,Middle Pleistocene,,0.774,0.129,241.721107,33.730556,Chibanian
1455003,202648,Macoma (Macoma) calcarea,Middle Pleistocene,,0.774,0.129,241.721107,33.730556,Chibanian
1455792,203106,Epilucina californica,Middle Pleistocene,,0.774,0.129,241.656113,33.788334,Chibanian
1455812,203108,Saccella taphria,Middle Pleistocene,,0.774,0.129,241.696671,33.752777,Chibanian
1455824,203108,Epilucina californica,Middle Pleistocene,,0.774,0.129,241.696671,33.752777,Chibanian
1455836,203108,Macoma (Macoma) calcarea,Middle Pleistocene,,0.774,0.129,241.696671,33.752777,Chibanian
1455924,203113,Epilucina californica,Middle Pleistocene,,0.774,0.129,241.696671,33.752777,Chibanian
1455931,203113,Hiatella arctica,Middle Pleistocene,,0.774,0.129,241.696671,33.752777,Chibanian
1456072,203114,Epilucina californica,Middle Pleistocene,,0.774,0.129,241.696671,33.752777,Chibanian
1456082,203114,Hiatella arctica,Middle Pleistocene,,0.774,0.129,241.696671,33.752777,Chibanian
1457453,79767,Crassostrea virginica,Middle Pleistocene,,0.774,0.129,279.958611,32.983891,Chibanian
1457455,66757,Nuculana acuta,Late Pleistocene,,0.129,0.0117,279.985001,32.636944,Late Pleistocene
1464376,189765,Saccella taphria,Gelasian,,2.58,1.8,239.592499,34.835835,Early Pleistocene
1464401,189766,Saccella taphria,Gelasian,,2.58,1.8,239.681946,34.904999,Early Pleistocene
1464525,189767,Saccella taphria,Gelasian,,2.58,1.8,239.681946,34.904999,Early Pleistocene
1480513,138723,Saccella taphria,Middle Pleistocene,,0.774,0.129,241.720497,33.742001,Chibanian
1480540,138723,Epilucina californica,Middle Pleistocene,,0.774,0.129,241.720497,33.742001,Chibanian
1480570,138723,Hiatella arctica,Middle Pleistocene,,0.774,0.129,241.720497,33.742001,Chibanian
1493264,207642,Saccella taphria,Gelasian,,2.58,1.8,239.535553,34.856945,Early Pleistocene
1493269,207643,Saccella taphria,Gelasian,,2.58,1.8,239.535553,34.856945,Early Pleistocene
1493273,207645,Saccella taphria,Gelasian,,2.58,1.8,239.535553,34.856945,Early Pleistocene
1493275,207647,Saccella taphria,Gelasian,,2.58,1.8,239.535553,34.856945,Early Pleistocene
1493276,207648,Saccella taphria,Gelasian,,2.58,1.8,239.535553,34.856945,Early Pleistocene
1493278,207649,Saccella taphria,Gelasian,,2.58,1.8,239.535553,34.856945,Early Pleistocene
1493280,207651,Saccella taphria,Gelasian,,2.58,1.8,239.535553,34.856945,Early Pleistocene
1493281,207652,Saccella taphria,Gelasian,,2.58,1.8,239.535553,34.856945,Early Pleistocene
1493282,207653,Saccella taphria,Gelasian,,2.58,1.8,239.535553,34.856945,Early Pleistocene
1493352,207724,Saccella taphria,Gelasian,,2.58,1.8,239.591393,34.744167,Early Pleistocene
1493403,207658,Saccella taphria,Gelasian,,2.58,1.8,239.591393,34.744167,Early Pleistocene
1493406,207659,Saccella taphria,Gelasian,,2.58,1.8,239.591393,34.744167,Early Pleistocene
1494096,207664,Saccella taphria,Gelasian,,2.58,1.8,239.591393,34.744167,Early Pleistocene
1494103,207666,Saccella taphria,Gelasian,,2.58,1.8,239.591393,34.744167,Early Pleistocene
1494107,207667,Saccella taphria,Gelasian,,2.58,1.8,239.591393,34.744167,Early Pleistocene
1494121,207676,Saccella taphria,Gelasian,,2.58,1.8,239.591393,34.744167,Early Pleistocene
1494127,207693,Saccella taphria,Gelasian,,2.58,1.8,239.591393,34.744167,Early Pleistocene
1494130,207694,Saccella taphria,Gelasian,,2.58,1.8,239.591393,34.744167,Early Pleistocene
1494135,207697,Saccella taphria,Gelasian,,2.58,1.8,239.591393,34.744167,Early Pleistocene
1494148,207713,Saccella taphria,Gelasian,,2.58,1.8,239.591393,34.744167,Early Pleistocene
1498993,59063,Saccella taphria,Late Pleistocene,,0.129,0.0117,241.546387,33.994446,Late Pleistocene
1499020,59063,Epilucina californica,Late Pleistocene,,0.129,0.0117,241.546387,33.994446,Late Pleistocene
1499079,59063,Hiatella arctica,Late Pleistocene,,0.129,0.0117,241.546387,33.994446,Late Pleistocene
1502201,209345,Chione cancellata,Late Pleistocene,,0.129,0.0117,298.549999,15.46,Late Pleistocene
1511479,210895,Hiatella arctica,Middle Pleistocene,,0.774,0.129,293.541664,45.069443,Chibanian
1511480,210895,Macoma (Macoma) calcarea,Middle Pleistocene,,0.774,0.129,293.541664,45.069443,Chibanian
1511481,210895,Mya (Mya) truncata,Middle Pleistocene,,0.774,0.129,293.541664,45.069443,Chibanian
1549542,160361,Hiatella arctica,Late Pleistocene,,0.129,0.0117,242.11972,33.601112,Late Pleistocene
1549550,160361,Epilucina californica,Late Pleistocene,,0.129,0.0117,242.11972,33.601112,Late Pleistocene
1549569,160361,Saccella taphria,Late Pleistocene,,0.129,0.0117,242.11972,33.601112,Late Pleistocene
1574769,222646,Saccella taphria,Middle Pleistocene,Late Pleistocene,0.774,0.0117,241.71917,33.73,Chibanian
1574776,222646,Epilucina californica,Middle Pleistocene,Late Pleistocene,0.774,0.0117,241.71917,33.73,Chibanian
1574780,222646,Macoma (Macoma) calcarea,Middle Pleistocene,Late Pleistocene,0.774,0.0117,241.71917,33.73,Chibanian
1574889,222659,Saccella taphria,Late Pleistocene,,0.129,0.0117,241.726387,33.714169,Late Pleistocene
1574891,222659,Epilucina californica,Late Pleistocene,,0.129,0.0117,241.726387,33.714169,Late Pleistocene
1574919,222660,Saccella taphria,Late Pleistocene,,0.129,0.0117,241.721107,33.74139,Late Pleistocene
1574921,222660,Epilucina californica,Late Pleistocene,,0.129,0.0117,241.721107,33.74139,Late Pleistocene
1574944,222661,Saccella taphria,Late Pleistocene,,0.129,0.0117,241.832497,33.804443,Late Pleistocene
1574946,222661,Epilucina californica,Late Pleistocene,,0.129,0.0117,241.832497,33.804443,Late Pleistocene
1574961,222662,Saccella taphria,Late Pleistocene,,0.129,0.0117,241.715279,33.724445,Late Pleistocene
1574963,222662,Epilucina californica,Late Pleistocene,,0.129,0.0117,241.715279,33.724445,Late Pleistocene
1574990,222663,Saccella taphria,Middle Pleistocene,,0.774,0.129,241.726387,33.714169,Chibanian
1574993,222663,Epilucina californica,Middle Pleistocene,,0.774,0.129,241.726387,33.714169,Chibanian
1574996,222663,Macoma (Macoma) calcarea,Middle Pleistocene,,0.774,0.129,241.726387,33.714169,Chibanian
1575011,222664,Saccella taphria,Middle Pleistocene,,0.774,0.129,241.721107,33.74139,Chibanian
1575013,222664,Epilucina californica,Middle Pleistocene,,0.774,0.129,241.721107,33.74139,Chibanian
1575021,222665,Saccella taphria,Middle Pleistocene,,0.774,0.129,241.726387,33.714169,Chibanian
1575023,222665,Epilucina californica,Middle Pleistocene,,0.774,0.129,241.726387,33.714169,Chibanian
1575025,222665,Macoma (Macoma) calcarea,Middle Pleistocene,,0.774,0.129,241.726387,33.714169,Chibanian
1575027,222666,Saccella taphria,Middle Pleistocene,,0.774,0.129,241.721107,33.730278,Chibanian
1575898,222674,Epilucina californica,Late Pleistocene,,0.129,0.0117,241.71389,33.725277,Late Pleistocene
1579325,222995,Saccella taphria,Middle Pleistocene,,0.774,0.129,241.726387,33.714169,Chibanian
1579893,223072,Saccella taphria,Late Pleistocene,,0.129,0.0117,241.60778,33.802776,Late Pleistocene
1581081,223329,Epilucina californica,Middle Pleistocene,,0.774,0.129,241.707497,33.738056,Chibanian
1581138,223325,Saccella taphria,Middle Pleistocene,,0.774,0.129,241.721107,33.730278,Chibanian
1581237,223313,Mya (Mya) truncata,Middle Pleistocene,,0.774,0.129,241.713333,33.7425,Chibanian
1581240,223314,Mya (Mya) truncata,Middle Pleistocene,,0.774,0.129,241.713333,33.7425,Chibanian
1581243,223327,Saccella taphria,Middle Pleistocene,,0.774,0.129,241.713333,33.7425,Chibanian
1581258,223327,Macoma (Macoma) calcarea,Middle Pleistocene,,0.774,0.129,241.713333,33.7425,Chibanian
1581266,223315,Macoma (Macoma) calcarea,Middle Pleistocene,,0.774,0.129,241.714165,33.741669,Chibanian
1581270,223316,Mya (Mya) truncata,Middle Pleistocene,,0.774,0.129,241.646111,33.784168,Chibanian
1582002,203118,Saccella taphria,Middle Pleistocene,,0.774,0.129,241.696671,33.752777,Chibanian
1601556,52347,Epilucina californica,Late Pleistocene,,0.129,0.0117,243.360497,31.518,Late Pleistocene
1601561,52347,Hiatella arctica,Late Pleistocene,,0.129,0.0117,243.360497,31.518,Late Pleistocene
1601577,226464,Epilucina californica,Late Pleistocene,,0.129,0.0117,243.309998,31.57,Late Pleistocene
1601592,226465,Epilucina californica,Late Pleistocene,,0.129,0.0117,243.3545,31.518999,Late Pleistocene
1601630,226467,Epilucina californica,Late Pleistocene,,0.129,0.0117,243.3545,31.517,Late Pleistocene
1601635,226467,Hiatella arctica,Late Pleistocene,,0.129,0.0117,243.3545,31.517,Late Pleistocene
1602800,226637,Hiatella arctica,Quaternary,,2.58,0,305.099998,69.650002,Quaternary
1602804,226637,Macoma (Macoma) calcarea,Quaternary,,2.58,0,305.099998,69.650002,Quaternary
1605463,227045,Mytilus edulis,Late Pleistocene,,0.129,0.0117,306.833332,68.150002,Late Pleistocene
1605465,227045,Astarte montagui,Late Pleistocene,,0.129,0.0117,306.833332,68.150002,Late Pleistocene
1605466,227045,Macoma (Macoma) calcarea,Late Pleistocene,,0.129,0.0117,306.833332,68.150002,Late Pleistocene
1605467,227045,Hiatella arctica,Late Pleistocene,,0.129,0.0117,306.833332,68.150002,Late Pleistocene
1605468,227045,Mya (Mya) truncata,Late Pleistocene,,0.129,0.0117,306.833332,68.150002,Late Pleistocene
1623115,229645,Mya (Mya) truncata,Holocene,,0.0117,0,265.576385,71.889725,Holocene
1623116,229645,Hiatella arctica,Holocene,,0.0117,0,265.576385,71.889725,Holocene
1688472,239463,Saccella taphria,Late Pliocene,,3.6,2.58,241.479164,34.352222,Pliocene
1688477,239463,Epilucina californica,Late Pliocene,,3.6,2.58,241.479164,34.352222,Pliocene
1688570,239469,Saccella taphria,Late Pliocene,,3.6,2.58,241.453331,34.358334,Pliocene
1688604,239470,Saccella taphria,Late Pliocene,,3.6,2.58,241.453331,34.357777,Pliocene
1688610,239470,Epilucina californica,Late Pliocene,,3.6,2.58,241.453331,34.357777,Pliocene
1689228,239576,Saccella taphria,Late Pliocene,,3.6,2.58,241.460556,34.352779,Pliocene
1694798,240422,Macoma (Macoma) calcarea,Late Pleistocene,,0.129,0.0117,216.420837,60.11639,Late Pleistocene
1696721,240593,Epilucina californica,Late Pleistocene,,0.129,0.0117,242.745003,32.720001,Late Pleistocene
1696725,240593,Hiatella arctica,Late Pleistocene,,0.129,0.0117,242.745003,32.720001,Late Pleistocene
