Species,long,lat,Time
Arcinella_cornuta,278.2,26.14,Modern
Arcinella_cornuta,278.33,25.83,Modern
Arcinella_cornuta,278.31,25.87,Modern
Arcinella_cornuta,279.33,24.87,Modern
Arcinella_cornuta,278.12,26.57,Modern
Arcinella_cornuta,277.89,26.44,Modern
Arcinella_cornuta,273.14,30.38,Modern
Arcinella_cornuta,284.31,35.22,Modern
Arcinella_cornuta,277.71,26.83,Modern
Arcinella_cornuta,277.89,26.44,Modern
Arcinella_cornuta,278.2,26.14,Modern
Arcinella_cornuta,277.083333,24.616667,Modern
Arcinella_cornuta,280.083333,32.766667,Modern
Arcinella_cornuta,278.7,29.883333,Modern
Arcinella_cornuta,277.9,26.433333,Modern
Arcinella_cornuta,277.966667,26.416667,Modern
Arcinella_cornuta,277.08,24.63,Modern
Arcinella_cornuta,277.89,26.44,Modern
Arcinella_cornuta,278.32,25.85,Modern
Arcinella_cornuta,263.87,19.2,Modern
Arcinella_cornuta,277.89,26.44,Modern
Arcinella_cornuta,263.33,19.33,Modern
Arcinella_cornuta,277.98,26.45,Modern
Arcinella_cornuta,277.89,26.44,Modern
Arcinella_cornuta,277.74,26.71,Modern
Arcinella_cornuta,277.89,26.44,Modern
Arcinella_cornuta,279.94,26.62,Modern
Arcinella_cornuta,281.87,34.4583,Modern
Chione_elevata,283.333333,34.716667,Modern
Chione_elevata,277.823889,26.494167,Modern
Chione_elevata,278.778,23.1696,Modern
Chione_elevata,278.626667,24.63,Modern
Chione_elevata,277.75,26.683333,Modern
Chione_elevata,276.9657,29.1201,Modern
Chione_elevata,295.93532,10.85655,Modern
Chione_elevata,295.89065,10.90114,Modern
Chione_elevata,296.06432,10.98705,Modern
Chione_elevata,262.7544,27.6376,Modern
Chione_elevata,262.7544,27.6376,Modern
Chione_elevata,262.7544,27.6376,Modern
Chione_elevata,283.2407,34.7218,Modern
Chione_elevata,262.7544,27.6376,Modern
Chione_elevata,275.4871,29.9139,Modern
Chione_elevata,277.3736,27.78422,Modern
Chione_elevata,283.31385,34.784733,Modern
Chione_elevata,283.0286,26.5131,Modern
Chione_elevata,282.0924,25.4104,Modern
Chione_elevata,279.5406,27.8482,Modern
Chione_elevata,296.985,18.078,Modern
Chione_elevata,277.23211,27.76055,Modern
Chione_elevata,283.4912,25.3636,Modern
Chione_elevata,277.3589,27.3863,Modern
Chione_elevata,299.1662,11.1798,Modern
Chione_elevata,277.9353,26.4243,Modern
Chione_elevata,274.6379,29.6869,Modern
Chione_elevata,279.014333,24.759333,Modern
Chione_elevata,279.960818,26.614784,Modern
Chione_elevata,283.4889,25.3611,Modern
Chione_elevata,279.684375,27.483069,Modern
Chione_elevata,277.2253,28.9711,Modern
Chione_elevata,279.96348,26.79791,Modern
Chione_elevata,276.9316,29.1,Modern
Chione_elevata,283.2069,25.4084,Modern
Chione_elevata,283.051,34.676,Modern
Chione_elevata,277.15786,28.14949,Modern
Chione_elevata,279.8833,26.7833,Modern
Chione_elevata,278.027383,24.51725,Modern
Chione_elevata,275.488,29.915,Modern
Chione_elevata,278.2718,24.5796,Modern
Chione_elevata,273.0002,16.0695,Modern
Chione_elevata,283.8464,24.9566,Modern
Chione_elevata,273.1061,16.0873,Modern
Chione_elevata,275.4435,29.894833,Modern
Chione_elevata,279.684375,27.483069,Modern
Chione_elevata,276.9384,29.0962,Modern
Chione_elevata,276.9338,29.0959,Modern
Chione_elevata,278.2901,25.894,Modern
Chione_elevata,276.934517,29.095783,Modern
Chione_elevata,278.45,21.62,Modern
Chione_elevata,280.83,25.23,Modern
Chione_elevata,277.2,28.08,Modern
Chione_elevata,284.5,24.45,Modern
Chione_elevata,271.72,17.1,Modern
Chione_elevata,284.23,22.25,Modern
Chione_elevata,277.83,26.43,Modern
Chione_elevata,273.5,30.39,Modern
Chione_elevata,280.83,25.23,Modern
Chione_elevata,283.8042,24.6717,Modern
Chione_elevata,271.7167,16.8806,Modern
Chione_elevata,282.2,34.21,Modern
Chione_elevata,277.89,26.44,Modern
Chione_elevata,278.32,24.62,Modern
Chione_elevata,271.31,30.24,Modern
Chione_elevata,274.34,30.16,Modern
Chione_elevata,283.34,34.72,Modern
Chione_elevata,277.53,23.1,Modern
Chione_elevata,284.17,36.38,Modern
Chione_elevata,280.73,25.78,Modern
Chione_elevata,277.19,27.97,Modern
Chione_elevata,279.88,25.83,Modern
Chione_elevata,279.96,26.71,Modern
Chione_elevata,278.45,21.62,Modern
Chione_elevata,278.45,21.62,Modern
Chione_elevata,279.94,26.62,Modern
